序号,股票代码,股票简称,报告名称,东财评级,机构,近一月个股研报数,2026-盈利预测-收益,2026-盈利预测-市盈率,2027-盈利预测-收益,2027-盈利预测-市盈率,2028-盈利预测-收益,2028-盈利预测-市盈率,行业,日期,报告PDF链接,产业链环节,角色
11,300395,菲利华,股权激励绑定核心人才与公司长期利益，进一步健全长效激励机制,买入,东吴证券,0,1.31,63.49,1.51,55.07,,,航空装备Ⅱ,2025-07-30,https://pdf.dfcfw.com/pdf/H3_AP202507301718546741_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
11,600183,生益科技,AI浪潮下，PCB&覆铜板业务有望持续增长,增持,华金证券,0,1.52,27.2,1.85,22.3,,,元件,2025-07-30,https://pdf.dfcfw.com/pdf/H3_AP202507301718523156_1.pdf,核心CCL,龙头
12,300395,菲利华,技术优势转化为石英布从“0→1”先发优势，股权激励彰显信心,买入,中银证券,0,1.65,46.0,2.45,31.1,,,航空装备Ⅱ,2025-07-27,https://pdf.dfcfw.com/pdf/H3_AP202507271716596804_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
1,301511,德福科技,锂电+PCB铜箔百舸争流，高端突围奋楫者先,买入,中航证券,0,0.5,46.4,1.0,25.4,,,电池,2025-07-22,https://pdf.dfcfw.com/pdf/H3_AP202507221713444828_1.pdf,电子铜箔,主要参与者
12,600183,生益科技,覆铜板龙头，高频高速产品跻身全球一流,增持,国信证券,0,1.79,19.9,2.29,15.6,,,元件,2025-07-21,https://pdf.dfcfw.com/pdf/H3_AP202507211713123561_1.pdf,核心CCL,龙头
13,300395,菲利华,石英纤维瞄准算力时代蓝海市场，半导体和光学材料赋能大国重器,买入,中银证券,0,1.65,36.7,2.45,24.8,,,航空装备Ⅱ,2025-07-18,https://pdf.dfcfw.com/pdf/H3_AP202507181711140874_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
13,600183,生益科技,Strong 1H25 results underscore AI-driven strength,买入,招银国际,0,1.77,20.2,2.06,17.3,,,元件,2025-07-16,https://pdf.dfcfw.com/pdf/H3_AP202507161710103885_1.pdf,核心CCL,龙头
31,600176,中国巨石,Q2业绩超预期，产品结构优势显著,增持,中邮证券,0,0.93,13.1,1.04,11.65,,,玻璃玻纤,2025-07-14,https://pdf.dfcfw.com/pdf/H3_AP202507141708874990_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
32,600176,中国巨石,公司信息更新报告：2025Q2业绩同环比大增，关注玻纤触底反弹与需求改善,买入,开源证券,0,0.99,12.3,1.14,10.7,,,玻璃玻纤,2025-07-14,https://pdf.dfcfw.com/pdf/H3_AP202507141708768747_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
33,600176,中国巨石,中国巨石半年报预增点评：玻纤龙头业绩超预期,买入,国金证券,0,1.052,11.57,1.146,10.62,,,玻璃玻纤,2025-07-13,https://pdf.dfcfw.com/pdf/H3_AP202507131708264241_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
8,002080,中材科技,中材科技半年报预增点评：业绩大幅增长，继续推荐AI电子布“大满贯”,买入,国金证券,0,1.497,15.88,1.748,13.59,,,玻璃玻纤,2025-07-13,https://pdf.dfcfw.com/pdf/H3_AP202507131708264240_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
16,605589,圣泉集团,新建产能快速投产稳产，半年度业绩预告同比高增,增持,国信证券,0,1.77,15.2,2.09,12.9,,,塑料,2025-07-09,https://pdf.dfcfw.com/pdf/H3_AP202507091705814965_1.pdf,电子树脂（特种树脂）,主要参与者
6,688519,南亚新材,高端产品放量驱动盈利高增，全球化布局深化成长动能,买入,中邮证券,0,2.22,18.99,3.5,12.03,,,元件,2025-06-26,https://pdf.dfcfw.com/pdf/H3_AP202506261697958086_1.pdf,核心CCL,主要参与者
17,605589,圣泉集团,合成树脂龙头企业，电子特种树脂快速成长,增持,国信证券,0,1.77,15.2,2.09,12.9,,,塑料,2025-06-17,https://pdf.dfcfw.com/pdf/H3_AP202506171692636386_1.pdf,电子树脂（特种树脂）,主要参与者
7,688519,南亚新材,高端覆铜板领跑行业复苏，南亚新材成长加速度,买入,东吴证券,0,2.3,14.56,3.59,9.36,,,元件,2025-05-30,https://pdf.dfcfw.com/pdf/H3_AP202505301681441032_1.pdf,核心CCL,主要参与者
34,600176,中国巨石,全球玻纤领军者，逆境中酝酿成长,增持,华源证券,0,0.97,12.02,1.06,11.04,,,玻璃玻纤,2025-05-24,https://pdf.dfcfw.com/pdf/H3_AP202505241678214805_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
14,600183,生益科技,生益科技深度报告：覆铜板头部厂商，高端高速产品放量可期,买入,太平洋,0,,,,,,,元件,2025-05-23,https://pdf.dfcfw.com/pdf/H3_AP202505231677628490_1.pdf,核心CCL,龙头
14,300395,菲利华,2024年报及2025一季报点评：内生+外延打造多维成长极，一季度同比环比皆明显改善,买入,中航证券,0,1.06,44.9,1.26,37.88,,,航空装备Ⅱ,2025-05-20,https://pdf.dfcfw.com/pdf/H3_AP202505201676053126_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
18,605589,圣泉集团,合成树脂销量稳步提升，AI驱动先进电子材料加速放量,增持,山西证券,0,1.71,15.7,1.99,13.6,,,塑料,2025-05-19,https://pdf.dfcfw.com/pdf/H3_AP202505191675410113_1.pdf,电子树脂（特种树脂）,主要参与者
15,600183,生益科技,业绩好于预期，产品结构优化推动利润释放,买入,西南证券,0,1.41,17.15,1.67,14.41,,,元件,2025-05-14,https://pdf.dfcfw.com/pdf/H3_AP202505141672685763_1.pdf,核心CCL,龙头
35,600176,中国巨石,2025年一季报点评：复价增量持续，盈利能力逐季继续提升,增持,国信证券,0,1.01,11.9,1.17,10.2,,,玻璃玻纤,2025-05-09,https://pdf.dfcfw.com/pdf/H3_AP202505091669891626_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
16,600183,生益科技,生益科技：业绩高速成长，充分受益于算力时代,买入,华安证券,0,1.38,17.57,1.59,15.25,,,元件,2025-05-05,https://pdf.dfcfw.com/pdf/H3_AP202505051667698431_1.pdf,核心CCL,龙头
8,688519,南亚新材,高端产品加速放量，公司业绩持续改善,买入,山西证券,0,1.88,19.6,3.03,12.2,,,元件,2025-05-01,https://pdf.dfcfw.com/pdf/H3_AP202505011665804108_1.pdf,核心CCL,主要参与者
5,301526,国际复材,多轮提价成效显现，期待拐点持续向上,,西南证券,0,0.11,32.95,0.19,19.6,,,玻璃玻纤,2025-05-01,https://pdf.dfcfw.com/pdf/H3_AP202505011665678295_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
6,601208,东材科技,25Q1业绩环比改善，加码电子材料,买入,华安证券,0,0.67,13.46,0.72,12.52,,,塑料,2025-04-30,https://pdf.dfcfw.com/pdf/H3_AP202504301664904338_1.pdf,电子树脂（特种树脂）,主要参与者
17,600183,生益科技,业绩显著超预期，强阿尔法能力终体现,买入,国金证券,0,1.581,15.16,1.795,13.35,,,元件,2025-04-29,https://pdf.dfcfw.com/pdf/H3_AP202504291664450181_1.pdf,核心CCL,龙头
36,600176,中国巨石,2025年一季报点评报告：业绩大幅增长，盈利能力改善,增持,华龙证券,0,0.9,13.1,0.98,12.0,,,玻璃玻纤,2025-04-28,https://pdf.dfcfw.com/pdf/H3_AP202504281663920094_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
7,601208,东材科技,公司信息更新报告：2024年业绩承压，2025Q1业绩改善，看好高附加值产品放量,买入,开源证券,0,0.57,15.7,0.69,13.1,,,塑料,2025-04-25,https://pdf.dfcfw.com/pdf/H3_AP202504251662350774_1.pdf,电子树脂（特种树脂）,主要参与者
8,601208,东材科技,1季度业绩高增长，看好后续成长,买入,国金证券,0,0.584,15.61,0.775,11.76,,,塑料,2025-04-25,https://pdf.dfcfw.com/pdf/H3_AP202504251662062129_1.pdf,电子树脂（特种树脂）,主要参与者
37,600176,中国巨石,多轮提价成效显现，量价齐升业绩高增,买入,西南证券,0,0.83,14.52,0.97,12.42,,,玻璃玻纤,2025-04-24,https://pdf.dfcfw.com/pdf/H3_AP202504241661571839_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
38,600176,中国巨石,2025年一季报点评：扣非盈利逐季提升，龙头优势巩固,买入,东吴证券,0,0.99,12.07,1.16,10.38,,,玻璃玻纤,2025-04-24,https://pdf.dfcfw.com/pdf/H3_AP202504241661513208_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
39,600176,中国巨石,中国巨石2025年一季报点评：业绩落于快报区间上沿，盈利继续修复,买入,国金证券,0,1.052,11.41,1.146,10.47,,,玻璃玻纤,2025-04-24,https://pdf.dfcfw.com/pdf/H3_AP202504241661448884_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
9,002080,中材科技,中材科技2025年一季报点评：归母口径超预期，玻纤、叶片盈利能力修复,买入,国金证券,0,1.202,11.6,1.387,10.05,,,玻璃玻纤,2025-04-24,https://pdf.dfcfw.com/pdf/H3_AP202504241661448889_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
15,300395,菲利华,2024年报点评：半导体市场复苏呈现结构性分化，下游市场周期性波动,买入,东吴证券,0,1.31,37.16,1.51,32.23,,,航空装备Ⅱ,2025-04-23,https://pdf.dfcfw.com/pdf/H3_AP202504231660879433_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
16,300395,菲利华,2024年年报点评：石英龙头深化产业布局；18个复材结构件项目研发成功,买入,民生证券,0,1.62,30.0,2.09,23.0,,,航空装备Ⅱ,2025-04-22,https://pdf.dfcfw.com/pdf/H3_AP202504221660385252_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
20,605589,圣泉集团,一季度业绩同比高增，高频高速树脂逐步放量,买入,国金证券,0,1.425,17.51,1.712,14.58,,,塑料,2025-04-18,https://pdf.dfcfw.com/pdf/H3_AP202504181658300334_1.pdf,电子树脂（特种树脂）,主要参与者
19,605589,圣泉集团,公司信息更新报告：Q1业绩高增，先进电子材料及电池材料量价齐升,买入,开源证券,0,1.64,15.2,1.96,12.7,,,塑料,2025-04-18,https://pdf.dfcfw.com/pdf/H3_AP202504181658432047_1.pdf,电子树脂（特种树脂）,主要参与者
9,688519,南亚新材,盈利复苏稳增开新局，算力突破自主迎新章,买入,中银证券,0,2.4,13.8,3.6,9.3,,,元件,2025-04-17,https://pdf.dfcfw.com/pdf/H3_AP202504171657905671_1.pdf,核心CCL,主要参与者
10,688519,南亚新材,稼动跃迁乘国产算力东风，涨价潮涌铸覆铜板新章,买入,中银证券,0,2.41,13.7,,,,,元件,2025-04-16,https://pdf.dfcfw.com/pdf/H3_AP202504161657469416_1.pdf,核心CCL,主要参与者
18,600183,生益科技,24年业绩靓丽，高速CCL成长可期,买入,太平洋,0,1.3,16.81,1.6,13.63,,,元件,2025-04-12,https://pdf.dfcfw.com/pdf/H3_AP202504121655420770_1.pdf,核心CCL,龙头
21,605589,圣泉集团,公司事件点评报告：1000吨PPO树脂、100吨碳氢树脂建成投产，主要产品产销量实现增长,买入,华鑫证券,0,1.73,14.4,2.17,11.5,,,塑料,2025-04-11,https://pdf.dfcfw.com/pdf/H3_AP202504111654855603_1.pdf,电子树脂（特种树脂）,主要参与者
40,600176,中国巨石,中国巨石2025年一季报预增点评：业绩表现超预期，盈利逐季修复,买入,国金证券,0,1.052,11.56,1.146,10.61,,,玻璃玻纤,2025-04-09,https://pdf.dfcfw.com/pdf/H3_AP202504091653579618_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
22,605589,圣泉集团,合成树脂产销提升，电子及电池材料持续放量,买入,华安证券,0,2.09,13.02,2.41,11.3,,,塑料,2025-04-07,https://pdf.dfcfw.com/pdf/H3_AP202504071652736066_1.pdf,电子树脂（特种树脂）,主要参与者
41,600176,中国巨石,走出周期底部，迎新需求周期,买入,国金证券,0,,,,,,,玻璃玻纤,2025-04-03,https://pdf.dfcfw.com/pdf/H3_AP202504031650682428_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
23,605589,圣泉集团,公司信息更新报告：业绩符合预期，持续扩充高频高速树脂种类及产能,买入,开源证券,0,1.64,17.1,1.96,14.3,,,塑料,2025-04-02,https://pdf.dfcfw.com/pdf/H3_AP202504021650299204_1.pdf,电子树脂（特种树脂）,主要参与者
42,600176,中国巨石,公司信息更新报告：2024Q4业绩环比大增，关注玻纤价格反弹和成长性,买入,开源证券,0,0.92,14.0,1.14,11.3,,,玻璃玻纤,2025-04-02,https://pdf.dfcfw.com/pdf/H3_AP202504021650455796_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
24,605589,圣泉集团,2024年年报及2025年一季度业绩预告点评：主产品销量稳增，新方向突破不断,买入,民生证券,0,2.14,13.0,2.93,10.0,,,塑料,2025-04-01,https://pdf.dfcfw.com/pdf/H3_AP202504011649983420_1.pdf,电子树脂（特种树脂）,主要参与者
19,600183,生益科技,生益科技：覆铜板核心供应商，充分受益于算力时代,买入,华安证券,0,,,,,,,元件,2025-03-31,https://pdf.dfcfw.com/pdf/H3_AP202503311649623643_1.pdf,核心CCL,龙头
6,301526,国际复材,多轮提价行业企稳，短期承压静待拐点,,西南证券,0,0.1,32.82,0.18,19.09,,,玻璃玻纤,2025-03-28,https://pdf.dfcfw.com/pdf/H3_AP202503281648643660_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
43,600176,中国巨石,Q4盈利改善显著，风电热塑结构景气,增持,中邮证券,0,0.85,15.18,0.94,13.72,,,玻璃玻纤,2025-03-23,https://pdf.dfcfw.com/pdf/H3_AP202503231646489763_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
44,600176,中国巨石,2024年年报点评：多轮提价行业回暖，稳健增长韧性十足,买入,西南证券,0,0.82,15.59,0.96,13.34,,,玻璃玻纤,2025-03-21,https://pdf.dfcfw.com/pdf/H3_AP202503211645639151_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
45,600176,中国巨石,玻纤龙头逆势继续提升市占率,买入,东兴证券,0,0.97,12.8,1.15,10.75,,,玻璃玻纤,2025-03-21,https://pdf.dfcfw.com/pdf/H3_AP202503211645600585_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
10,002080,中材科技,业绩高于预告中值，各板块共振向上,买入,国金证券,0,1.201,12.3,1.382,10.7,,,玻璃玻纤,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201645096376_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
25,605589,圣泉集团,高频高速树脂乘AI之风，“生物质+新能源”开辟成长新曲线,买入,国金证券,0,1.44,20.5,,,,,塑料,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201644960562_1.pdf,电子树脂（特种树脂）,主要参与者
46,600176,中国巨石,2024年年报点评：盈利持续回升，降本调结构成效显著,买入,东吴证券,0,0.99,12.45,1.14,10.83,,,玻璃玻纤,2025-03-20,https://pdf.dfcfw.com/pdf/H3_AP202503201645113534_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
47,600176,中国巨石,公司首次覆盖报告：周期底部叠加新兴需求，玻纤龙头具备先发优势,买入,开源证券,0,0.85,14.1,,,,,玻璃玻纤,2025-03-12,https://pdf.dfcfw.com/pdf/H3_AP202503121644308256_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
11,002080,中材科技,Low-Dk加速成长，“风”驰“电”掣，共振向上,买入,国金证券,0,1.2,12.24,,,,,玻璃玻纤,2025-03-11,https://pdf.dfcfw.com/pdf/H3_AP202503111644253756_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
20,600183,生益科技,高胜率强阿尔法厂商，打破垄断迎成长,买入,国金证券,0,1.653,17.45,,,,,元件,2025-02-11,https://pdf.dfcfw.com/pdf/H3_AP202502111642959995_1.pdf,核心CCL,龙头
21,600183,生益科技,Embracing AI and moving on to a new growth trajectory,买入,招银国际,0,,,,,,,元件,2025-01-27,https://pdf.dfcfw.com/pdf/H3_AP202501271642586527_1.pdf,核心CCL,龙头
26,605589,圣泉集团,公司首次覆盖报告：合成树脂冠军企业，电子特种树脂和生物质成长可期,买入,开源证券,0,1.64,14.6,,,,,塑料,2025-01-14,https://pdf.dfcfw.com/pdf/H3_AP202501141641916730_1.pdf,电子树脂（特种树脂）,主要参与者
27,605589,圣泉集团,国内合成树脂头部企业，电子及生物质快速发展,买入,华安证券,0,1.65,14.56,,,,,塑料,2024-12-31,https://pdf.dfcfw.com/pdf/H3_AP202412311641494737_1.pdf,电子树脂（特种树脂）,主要参与者
48,600176,中国巨石,产能完善布局、优化存量，提升分红强化股东回报,买入,东吴证券,0,0.99,11.56,,,,,玻璃玻纤,2024-12-30,https://pdf.dfcfw.com/pdf/H3_AP202412301641463553_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
28,605589,圣泉集团,股权回购彰显信心，在投项目稳步推进,增持,山西证券,0,1.76,13.8,,,,,塑料,2024-12-06,https://pdf.dfcfw.com/pdf/H3_AP202412061641205113_1.pdf,电子树脂（特种树脂）,主要参与者
50,600176,中国巨石,2024年三季报点评：玻纤行业龙头，综合优势突出,买入,西南证券,0,0.84,12.64,,,,,玻璃玻纤,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640660905_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
12,002080,中材科技,2024年三季报点评：短期业绩仍待修复，多元化布局积极推进,增持,国信证券,0,1.13,11.5,,,,,玻璃玻纤,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640676605_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
49,600176,中国巨石,2024年三季报点评：复价落地叠加降本增效，Q3业绩继续改善,增持,国信证券,0,0.85,13.3,,,,,玻璃玻纤,2024-11-01,https://pdf.dfcfw.com/pdf/H3_AP202411011640676602_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
22,600183,生益科技,2024前三季度业绩点评：业绩快速增长，盈利能力提升,买入,东莞证券,0,,,,,,,元件,2024-10-30,https://pdf.dfcfw.com/pdf/H3_AP202410301640608373_1.pdf,核心CCL,龙头
23,600183,生益科技,2024年三季报点评：营收持续高增，公司产品结构优化提升盈利能力,买入,民生证券,0,1.04,20.0,,,,,元件,2024-10-30,https://pdf.dfcfw.com/pdf/H3_AP202410301640598185_1.pdf,核心CCL,龙头
24,600183,生益科技,PCB outperformed CCL in 3Q; margin improved sequentially,买入,招银国际,0,,,,,,,元件,2024-10-29,https://pdf.dfcfw.com/pdf/H3_AP202410291640557675_1.pdf,核心CCL,龙头
51,600176,中国巨石,玻纤龙头优势引领，低迷期夯实新发展基础,买入,东兴证券,0,0.92,12.14,,,,,玻璃玻纤,2024-10-29,https://pdf.dfcfw.com/pdf/H3_AP202410291640560180_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
17,300395,菲利华,研发投入持续增长，业绩拐点有望到来,买入,中邮证券,0,2.14,20.62,,,,,航空装备Ⅱ,2024-10-29,https://pdf.dfcfw.com/pdf/H3_AP202410291640557591_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
52,600176,中国巨石,Q3盈利改善明显，产品结构优势显著,增持,中邮证券,0,0.89,11.96,,,,,玻璃玻纤,2024-10-28,https://pdf.dfcfw.com/pdf/H3_AP202410281640538277_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
9,601208,东材科技,Q3业绩短期承压，电子材料稳步推进,买入,华安证券,0,0.68,12.9,,,,,塑料,2024-10-28,https://pdf.dfcfw.com/pdf/H3_AP202410281640542440_1.pdf,电子树脂（特种树脂）,主要参与者
29,605589,圣泉集团,2024年三季报点评：季度归母净利增长48%，新业务稳步推进,买入,民生证券,0,2.04,11.0,,,,,塑料,2024-10-27,https://pdf.dfcfw.com/pdf/H3_AP202410271640528047_1.pdf,电子树脂（特种树脂）,主要参与者
7,301526,国际复材,业绩阶段承压，产能提质升级,,西南证券,0,0.05,75.51,,,,,玻璃玻纤,2024-10-27,https://pdf.dfcfw.com/pdf/H3_AP202410271640528036_1.pdf,电子玻纤布（含石英布 Q 布）,主要参与者
